sourceId,status,dateLastModified,metadata,username,userIds,enabledUser,givenName,familyName,middleName,role,identifier,email,sms,phone,agents,orgs,grades,password
,active,2024-05-22T05:16:11.497Z,,Rich.Baker@example.com,"[{'type': 'CA', 'identifier': '9920000057'}]",true,Rich,Baker,Damien,student,992_STU_99200057,Rich.Baker@example.com,,7775557820,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.500Z,,Ronald.Baker@example.com,"[{'type': 'CA', 'identifier': '9920000058'}]",true,Ronald,Baker,Avery,student,992_STU_99200058,Ronald.Baker@example.com,,7775550120,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.503Z,,Stephanie.Baker@example.com,"[{'type': 'CA', 'identifier': '9920000059'}]",true,Stephanie,Baker,Kimberly,student,992_STU_99200059,Stephanie.Baker@example.com,,7775552619,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.510Z,,Christian.Balanzategui@example.com,"[{'type': 'CA', 'identifier': '9920000060'}]",true,Christian,Balanzategui,Adam,student,992_STU_99200060,Christian.Balanzategui@example.com,,7775551568,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.517Z,,Monique.Balanzategui@example.com,"[{'type': 'CA', 'identifier': '9920000061'}]",true,Monique,Balanzategui,Sydney,student,992_STU_99200061,Monique.Balanzategui@example.com,,7775551568,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.520Z,,Tanya.Bandalaria@example.com,"[{'type': 'CA', 'identifier': '9920000062'}]",true,Tanya,Bandalaria,Stephanie,student,992_STU_99200062,Tanya.Bandalaria@example.com,,7775557935,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.523Z,,Amanda.Barahona@example.com,"[{'type': 'CA', 'identifier': '9920000063'}]",true,Amanda,Barahona,Bernice,student,992_STU_99200063,Amanda.Barahona@example.com,,7775556514,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.530Z,,Jimika.Barbosa@example.com,"[{'type': 'CA', 'identifier': '9920000064'}]",true,Jimika,Barbosa,Cristina,student,992_STU_99200064,Jimika.Barbosa@example.com,,7775553873,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.533Z,,Casey.Barcenas@example.com,"[{'type': 'CA', 'identifier': '9920000065'}]",true,Casey,Barcenas,M,student,992_STU_99200065,Casey.Barcenas@example.com,,7775554928,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.540Z,,Rachel.Bardales@example.com,"[{'type': 'CA', 'identifier': '9920000066'}]",true,Rachel,Bardales,Nancy,student,992_STU_99200066,Rachel.Bardales@example.com,,7775552819,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.547Z,,Ricardo.Bardales@example.com,"[{'type': 'CA', 'identifier': '9920000067'}]",true,Ricardo,Bardales,Danny,student,992_STU_99200067,Ricardo.Bardales@example.com,,7775552819,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.550Z,,Julio.Barnabi@example.com,"[{'type': 'CA', 'identifier': '9920000068'}]",true,Julio,Barnabi,Robert,student,992_STU_99200068,Julio.Barnabi@example.com,,7775551457,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.553Z,,Vivian.Barnabi@example.com,"[{'type': 'CA', 'identifier': '9920000069'}]",true,Vivian,Barnabi,Jennifer,student,992_STU_99200069,Vivian.Barnabi@example.com,,7775551457,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.560Z,,Justin.Barwig@example.com,"[{'type': 'CA', 'identifier': '9920000070'}]",true,Justin,Barwig,Jacob,student,992_STU_99200070,Justin.Barwig@example.com,,7775556550,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.567Z,,Aracely.Bell@example.com,"[{'type': 'CA', 'identifier': '9920000071'}]",true,Aracely,Bell,Jordan,student,992_STU_99200071,Aracely.Bell@example.com,,7775557936,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.570Z,,Leonardo.Bell@example.com,"[{'type': 'CA', 'identifier': '9920000072'}]",true,Leonardo,Bell,Justin,student,992_STU_99200072,Leonardo.Bell@example.com,,7775557936,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.573Z,,Eugenia.Benitez@example.com,"[{'type': 'CA', 'identifier': '9920000073'}]",true,Eugenia,Benitez,Monica,student,992_STU_99200073,Eugenia.Benitez@example.com,,7775556348,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.580Z,,Anthony.Benson@example.com,"[{'type': 'CA', 'identifier': '9920000074'}]",true,Anthony,Benson,Sean,student,992_STU_99200074,Anthony.Benson@example.com,,7775552917,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.583Z,,Keyheria.Beveridge@example.com,"[{'type': 'CA', 'identifier': '9920000075'}]",true,Keyheria,Beveridge,Taylor,student,992_STU_99200075,Keyheria.Beveridge@example.com,,7775555112,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.587Z,,Carissa.Blackstone@example.com,"[{'type': 'CA', 'identifier': '9920000076'}]",true,Carissa,Blackstone,Betsy,student,992_STU_99200076,Carissa.Blackstone@example.com,,7775551997,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.593Z,,Joe.Blackwell@example.com,"[{'type': 'CA', 'identifier': '9920000077'}]",true,Joe,Blackwell,Cameron,student,992_STU_99200077,Joe.Blackwell@example.com,,7775550877,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.597Z,,Neffertasha.Blassingame@example.com,"[{'type': 'CA', 'identifier': '9920000078'}]",true,Neffertasha,Blassingame,Jon-Alan,student,992_STU_99200078,Neffertasha.Blassingame@example.com,,7775556545,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.603Z,,Danny.Bloom@example.com,"[{'type': 'CA', 'identifier': '9920000079'}]",true,Danny,Bloom,Trevor,student,992_STU_99200079,Danny.Bloom@example.com,,7775558726,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['05'],
,active,2024-05-22T05:16:11.607Z,,Justin.Blue@example.com,"[{'type': 'CA', 'identifier': '9920000080'}]",true,Justin,Blue,Joseph,student,992_STU_99200080,Justin.Blue@example.com,,7775554730,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.613Z,,Martin.Boggs@example.com,"[{'type': 'CA', 'identifier': '9920000081'}]",true,Martin,Boggs,Evan,student,992_STU_99200081,Martin.Boggs@example.com,,7775553369,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.617Z,,Patrick.Boggs@example.com,"[{'type': 'CA', 'identifier': '9920000082'}]",true,Patrick,Boggs,Brandon,student,992_STU_99200082,Patrick.Boggs@example.com,,7775553369,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['05'],
,active,2024-05-22T05:16:11.620Z,,Joanna.Bohanan@example.com,"[{'type': 'CA', 'identifier': '9920000083'}]",true,Joanna,Bohanan,Kaylynn,student,992_STU_99200083,Joanna.Bohanan@example.com,,7775550677,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.627Z,,Robert.Boileau@example.com,"[{'type': 'CA', 'identifier': '9920000084'}]",true,Robert,Boileau,Stephen,student,992_STU_99200084,Robert.Boileau@example.com,,7775550050,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.630Z,,Rose.Boileau@example.com,"[{'type': 'CA', 'identifier': '9920000085'}]",true,Rose,Boileau,Vanessa,student,992_STU_99200085,Rose.Boileau@example.com,,7775550050,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['05'],
,active,2024-05-22T05:16:11.637Z,,Karla.Borja@example.com,"[{'type': 'CA', 'identifier': '9920000086'}]",true,Karla,Borja,Desiree',student,992_STU_99200086,Karla.Borja@example.com,,7775554517,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.640Z,,Scott.Botello@example.com,"[{'type': 'CA', 'identifier': '9920000087'}]",true,Scott,Botello,Obed,student,992_STU_99200087,Scott.Botello@example.com,,7775552357,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.647Z,,Eric.Bowens@example.com,"[{'type': 'CA', 'identifier': '9920000088'}]",true,Eric,Bowens,Marion,student,992_STU_99200088,Eric.Bowens@example.com,,7775552805,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['05'],
,active,2024-05-22T05:16:11.650Z,,Dashania.Brisco@example.com,"[{'type': 'CA', 'identifier': '9920000089'}]",true,Dashania,Brisco,Alisha,student,992_STU_99200089,Dashania.Brisco@example.com,,7775554876,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.653Z,,Ana.Broughton@example.com,"[{'type': 'CA', 'identifier': '9920000090'}]",true,Ana,Broughton,Brianne,student,992_STU_99200090,Ana.Broughton@example.com,,7775550246,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['05'],
,active,2024-05-22T05:16:11.657Z,,Blake.Broughton@example.com,"[{'type': 'CA', 'identifier': '9920000091'}]",true,Blake,Broughton,Brandon,student,992_STU_99200091,Blake.Broughton@example.com,,7775550642,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.663Z,,Desairee.Brown@example.com,"[{'type': 'CA', 'identifier': '9920000092'}]",true,Desairee,Brown,Joshue,student,992_STU_99200092,Desairee.Brown@example.com,,7775553586,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.667Z,,Elizabeth.Brown@example.com,"[{'type': 'CA', 'identifier': '9920000093'}]",true,Elizabeth,Brown,Jasmine,student,992_STU_99200093,Elizabeth.Brown@example.com,,7775557555,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.670Z,,De'antae.Buenneke@example.com,"[{'type': 'CA', 'identifier': '9920000094'}]",true,De'antae,Buenneke,Daniel,student,992_STU_99200094,De'antae.Buenneke@example.com,,7775550849,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.677Z,,Nicole.Bujanda@example.com,"[{'type': 'CA', 'identifier': '9920000095'}]",true,Nicole,Bujanda,Melissa,student,992_STU_99200095,Nicole.Bujanda@example.com,,7775556220,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.680Z,,Rebecca.Bullocks@example.com,"[{'type': 'CA', 'identifier': '9920000096'}]",true,Rebecca,Bullocks,Kendra,student,992_STU_99200096,Rebecca.Bullocks@example.com,,7775559691,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.683Z,,Alice.Burgess@example.com,"[{'type': 'CA', 'identifier': '9920000097'}]",true,Alice,Burgess,Heather,student,992_STU_99200097,Alice.Burgess@example.com,,7775559918,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.690Z,,Anthony.Burke@example.com,"[{'type': 'CA', 'identifier': '9920000098'}]",true,Anthony,Burke,August,student,992_STU_99200098,Anthony.Burke@example.com,,7775552573,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.693Z,,Angelica.Burry@example.com,"[{'type': 'CA', 'identifier': '9920000099'}]",true,Angelica,Burry,Hailee,student,992_STU_99200099,Angelica.Burry@example.com,,7775559303,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.697Z,,David.Burry@example.com,"[{'type': 'CA', 'identifier': '9920000100'}]",true,David,Burry,Chad,student,992_STU_99200100,David.Burry@example.com,,7775559303,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.700Z,,Melissa.Burry@example.com,"[{'type': 'CA', 'identifier': '9920000101'}]",true,Melissa,Burry,Megan,student,992_STU_99200101,Melissa.Burry@example.com,,7775559303,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.707Z,,Joseph.Bustamante@example.com,"[{'type': 'CA', 'identifier': '9920000102'}]",true,Joseph,Bustamante,Eric,student,992_STU_99200102,Joseph.Bustamante@example.com,,7775557900,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.713Z,,Mitchell.Butler@example.com,"[{'type': 'CA', 'identifier': '9920000104'}]",true,Mitchell,Butler,Freeman,student,992_STU_99200104,Mitchell.Butler@example.com,,7775558250,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.720Z,,Olivia.Byl@example.com,"[{'type': 'CA', 'identifier': '9920000105'}]",true,Olivia,Byl,Breanna,student,992_STU_99200105,Olivia.Byl@example.com,,7775558932,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.723Z,,Tiera.Byl@example.com,"[{'type': 'CA', 'identifier': '9920000106'}]",true,Tiera,Byl,Brandy,student,992_STU_99200106,Tiera.Byl@example.com,,7775558932,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.727Z,,Matthew.Calderon@example.com,"[{'type': 'CA', 'identifier': '9920000107'}]",true,Matthew,Calderon,Andrew,student,992_STU_99200107,Matthew.Calderon@example.com,,7775550396,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.730Z,,Angel.Calloway@example.com,"[{'type': 'CA', 'identifier': '9920000108'}]",true,Angel,Calloway,Elvin,student,992_STU_99200108,Angel.Calloway@example.com,,7775558926,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.737Z,,Jackeline.Calloway@example.com,"[{'type': 'CA', 'identifier': '9920000109'}]",true,Jackeline,Calloway,Veronica,student,992_STU_99200109,Jackeline.Calloway@example.com,,7775550926,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.740Z,,Angelique.Cameron@example.com,"[{'type': 'CA', 'identifier': '9920000110'}]",true,Angelique,Cameron,Laniesha,student,992_STU_99200110,Angelique.Cameron@example.com,,7775558454,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.747Z,,Tasha.Cameron@example.com,"[{'type': 'CA', 'identifier': '9920000111'}]",true,Tasha,Cameron,Barbara,student,992_STU_99200111,Tasha.Cameron@example.com,,7775558454,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.750Z,,David.Capolupo@example.com,"[{'type': 'CA', 'identifier': '9920000112'}]",true,David,Capolupo,Caesar,student,992_STU_99200112,David.Capolupo@example.com,,7775550863,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.753Z,,Lisa.Cardenas@example.com,"[{'type': 'CA', 'identifier': '9920000113'}]",true,Lisa,Cardenas,Valerie,student,992_STU_99200113,Lisa.Cardenas@example.com,,7775551721,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.760Z,,Tracy.Cardenas@example.com,"[{'type': 'CA', 'identifier': '9920000114'}]",true,Tracy,Cardenas,Jovanny,student,992_STU_99200114,Tracy.Cardenas@example.com,,7775551721,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['05'],
,active,2024-05-22T05:16:11.763Z,,Vamari.Carias@example.com,"[{'type': 'CA', 'identifier': '9920000115'}]",true,Vamari,Carias,Elizabeth,student,992_STU_99200115,Vamari.Carias@example.com,,7775554513,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.770Z,,Antonio.Carlson@example.com,"[{'type': 'CA', 'identifier': '9920000116'}]",true,Antonio,Carlson,David,student,992_STU_99200116,Antonio.Carlson@example.com,,7775559589,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.773Z,,Brendan.Carlson@example.com,"[{'type': 'CA', 'identifier': '9920000117'}]",true,Brendan,Carlson,Dillon,student,992_STU_99200117,Brendan.Carlson@example.com,,7775559589,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.780Z,,Shanelle.Carr@example.com,"[{'type': 'CA', 'identifier': '9920000118'}]",true,Shanelle,Carr,Kristen,student,992_STU_99200118,Shanelle.Carr@example.com,,7775552837,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.780Z,,Michelle.Carranza@example.com,"[{'type': 'CA', 'identifier': '9920000119'}]",true,Michelle,Carranza,Danitza,student,992_STU_99200119,Michelle.Carranza@example.com,,7775552624,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.787Z,,Noelle.Carranza@example.com,"[{'type': 'CA', 'identifier': '9920000120'}]",true,Noelle,Carranza,Yazmeen,student,992_STU_99200120,Noelle.Carranza@example.com,,7775552624,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.790Z,,Robert.Carrillo@example.com,"[{'type': 'CA', 'identifier': '9920000121'}]",true,Robert,Carrillo,Arturo,student,992_STU_99200121,Robert.Carrillo@example.com,,7775558913,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['05'],
,active,2024-05-22T05:16:11.793Z,,Christopher.Carter@example.com,"[{'type': 'CA', 'identifier': '9920000122'}]",true,Christopher,Carter,Dwight Jr,student,992_STU_99200122,Christopher.Carter@example.com,,7775556433,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.800Z,,Rex.Carter@example.com,"[{'type': 'CA', 'identifier': '9920000123'}]",true,Rex,Carter,Dowlat Horton,student,992_STU_99200123,Rex.Carter@example.com,,7775554447,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.803Z,,Paul.Casper@example.com,"[{'type': 'CA', 'identifier': '9920000124'}]",true,Paul,Casper,Wade,student,992_STU_99200124,Paul.Casper@example.com,,7775551032,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.807Z,,Stephanie.Casper@example.com,"[{'type': 'CA', 'identifier': '9920000125'}]",true,Stephanie,Casper,Krystle,student,992_STU_99200125,Stephanie.Casper@example.com,,7775551032,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.813Z,,Christy.Castillo@example.com,"[{'type': 'CA', 'identifier': '9920000126'}]",true,Christy,Castillo,Angela,student,992_STU_99200126,Christy.Castillo@example.com,,7775555735,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.817Z,,Darcel.Castillo@example.com,"[{'type': 'CA', 'identifier': '9920000127'}]",true,Darcel,Castillo,Mark,student,992_STU_99200127,Darcel.Castillo@example.com,,7775552653,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.820Z,,September.Castillo@example.com,"[{'type': 'CA', 'identifier': '9920000128'}]",true,September,Castillo,Jessica,student,992_STU_99200128,September.Castillo@example.com,,7775552653,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.827Z,,Shadonna.Castro@example.com,"[{'type': 'CA', 'identifier': '9920000129'}]",true,Shadonna,Castro,Adriana,student,992_STU_99200129,Shadonna.Castro@example.com,,7775550287,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.830Z,,Krysta.Cawagas@example.com,"[{'type': 'CA', 'identifier': '9920000130'}]",true,Krysta,Cawagas,Angelica,student,992_STU_99200130,Krysta.Cawagas@example.com,,7775554308,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.833Z,,Michael.Cawagas@example.com,"[{'type': 'CA', 'identifier': '9920000131'}]",true,Michael,Cawagas,Gregory,student,992_STU_99200131,Michael.Cawagas@example.com,,7775554308,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['01'],
,active,2024-05-22T05:16:11.837Z,,Angela.Ceballos@example.com,"[{'type': 'CA', 'identifier': '9920000132'}]",true,Angela,Ceballos,Rebecca,student,992_STU_99200132,Angela.Ceballos@example.com,,7775557522,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.840Z,,Dontrell.Cena@example.com,"[{'type': 'CA', 'identifier': '9920000133'}]",true,Dontrell,Cena,Nicolas,student,992_STU_99200133,Dontrell.Cena@example.com,,7775556369,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.847Z,,Marco.Cena@example.com,"[{'type': 'CA', 'identifier': '9920000134'}]",true,Marco,Cena,Agustin,student,992_STU_99200134,Marco.Cena@example.com,,7775556369,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['KG'],
,active,2024-05-22T05:16:11.850Z,,Anthony.Ceron@example.com,"[{'type': 'CA', 'identifier': '9920000135'}]",true,Anthony,Ceron,David,student,992_STU_99200135,Anthony.Ceron@example.com,,7775551113,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.853Z,,Mark.Childress@example.com,"[{'type': 'CA', 'identifier': '9920000136'}]",true,Mark,Childress,Jeremy,student,992_STU_99200136,Mark.Childress@example.com,,7775552782,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
,active,2024-05-22T05:16:11.860Z,,Stephanie.Clarke@example.com,"[{'type': 'CA', 'identifier': '9920000137'}]",true,Stephanie,Clarke,Jessica,student,992_STU_99200137,Stephanie.Clarke@example.com,,7775553221,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['03'],
,active,2024-05-22T05:16:11.867Z,,LaTonya.Clayton@example.com,"[{'type': 'CA', 'identifier': '9920000138'}]",true,LaTonya,Clayton,Cheryl,student,992_STU_99200138,LaTonya.Clayton@example.com,,7775558716,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.870Z,,Tyler.Clemons@example.com,"[{'type': 'CA', 'identifier': '9920000139'}]",true,Tyler,Clemons,Carl,student,992_STU_99200139,Tyler.Clemons@example.com,,7775551919,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['04'],
,active,2024-05-22T05:16:11.877Z,,Devien.Clifford@example.com,"[{'type': 'CA', 'identifier': '9920000140'}]",true,Devien,Clifford,Dustin,student,992_STU_99200140,Devien.Clifford@example.com,,7775552015,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['06'],
,active,2024-05-22T05:16:11.880Z,,Doylese.Cohen@example.com,"[{'type': 'CA', 'identifier': '9920000141'}]",true,Doylese,Cohen,Hannah,student,992_STU_99200141,Doylese.Cohen@example.com,,7775552403,[],"[{'href': '~/ims/oneroster/v1p1/orgs/992', 'sourcedId': '992', 'type': 'org'}]",['02'],
